handle,tweet_text,tweet_date,tweet_time,image_urls
TimesAlgebraIND,"HUGE  CJI SANJEEV KHANNA  : ""We have been told the Delhi high court building is also on Waqf land, Oberoi Hotel is on Waqf land""

KAPIL SIBAL : Under Islamic law, inheritance happens only after death. Govt is interfering 

CJI KHANNA  : Article 26 is universal — and it is",2025-04-16,11:10:39,"['https://pbs.twimg.com/media/GopvjEOX0AAVCTT?format=jpg&name=small', 'https://pbs.twimg.com/media/GopvjIeWAAAJIMn?format=jpg&name=small']"
TimesAlgebraIND,Mamata Banerjee lost cool on CM Yogi Adityanath,2025-04-16,10:45:55,['https://pbs.twimg.com/amplify_video_thumb/1912423158994350080/img/bFxKYRHgSJkmfVcK.jpg']
TimesAlgebraIND,"BIG BREAKING NEWS  Mamata Banerjee blames Congress after riots in Bengal.

She said ""Riot took place where Congress won. They did not control the situation""

Mamata Banerjee appeals to Imams to urge people to maintain peace.

Meanwhile, Bengal BJP observes Hindu Martyrs Day in",2025-04-16,09:18:10,"['https://pbs.twimg.com/media/GopVzepXYAAl9at?format=jpg&name=small', 'https://pbs.twimg.com/media/GopVzfDXkAAaQU7?format=jpg&name=900x900']"
TimesAlgebraIND,WATCH -,2025-04-16,09:20:27,['https://pbs.twimg.com/ext_tw_video_thumb/1912406589408972800/pu/img/iFkCuZwD0ERWXEmC.jpg']
TimesAlgebraIND,"BIG BREAKING NEWS 
After the Waqf Act, Modi Govt is now preparing to push for the Uniform Civil Code (UCC) across India.

It has become one of the government’s top priorities.

23rd Law Commission to prepare the UCC draft 

In his historic April 14 speech, PM Modi described the",2025-04-16,01:48:00,['https://pbs.twimg.com/media/GomqRDPWIAA9Yw6?format=jpg&name=900x900']
TimesAlgebraIND,"SHOCKING NEWS  Anti Waqf Act protest will now be organized by Bangladeshi radicals in Dhaka.

Bangladesh's Khilafat Majlis Party has announced a march against the Waqf Act in India.

After taking rice from India, Bangaladeshi radicals will protest against India.

Party's Amir",2025-04-15,20:58:17,"['https://pbs.twimg.com/media/GomsdL0WkAEyKZT?format=jpg&name=900x900', 'https://pbs.twimg.com/media/GomsdLnWgAAOpyX?format=jpg&name=small']"
TimesAlgebraIND,"No one can win even one seat in Tamilnadu without allying with either DMK or ADMK.

Vijay will find it tough to open account in Tamil Nadu, but he might secure a good vote share similar to the BJP and NTK in 2024.

BJP got 11% vote share but 0 seats, NTK got 8% vote share but 0",2025-04-15,20:18:49,[]
TimesAlgebraIND,"SUVENDU ADHIKARI : ""If Hindus are ATTACKED , I won’t stay SILENT""

He demands --
""CRPF & BSF must STAY for long. Situation is worsening.""

""Central forces will have to stay here with full power.""

""Mamata's police has become TMC's cadre.""

""Next year's Bengal Assembly polls",2025-04-15,18:58:58,['https://pbs.twimg.com/media/GomRIxfWEAAYvQF?format=jpg&name=900x900']
TimesAlgebraIND,BIG NEWS  Bangladesh added the phrase Valid for all countries except Israel to its passport.,2025-04-15,18:51:11,[]
TimesAlgebraIND,There are 90 assembly seats in Bengal where BJP can't win in any case.,2025-04-15,18:16:45,[]
TimesAlgebraIND,BIG NEWS  PM Modi meets President Droupadi Murmu today. What next?,2025-04-15,17:04:55,[]
TimesAlgebraIND,Hypocrisy at its peak!!,2025-04-15,16:53:20,[]
TimesAlgebraIND,BIG NEWS  Bihar NDA will release documentary on Jungleraj during RJD rule.,2025-04-15,16:26:26,[]
TimesAlgebraIND,"Truly tragic. My thoughts are with the bereaved families.

I appreciate the prompt response from the Ministry of External Affairs and the Indian Consulate and trust that PM Modi will ensure the incident is handled effectively. Also good to see prominent leaders like Bandi Sanjay",2025-04-15,15:09:41,[]
TimesAlgebraIND,"SHOCKING NEWS  Muslim Girl MYSTERIOUSLY dies at father's home after marrying Hindu boy in Chittoor, Andhra Pradesh.

Yasmin Banu, an MBA graduate, fell in love with Sai Teja, a boy from SC community.

Defying father's objections, the couple got married.

Her father, Shoukat",2025-04-15,14:35:23,"['https://pbs.twimg.com/media/GolUz-_XEAA5coU?format=jpg&name=small', 'https://pbs.twimg.com/media/GolUz2FWcAA2HkL?format=jpg&name=small']"
TimesAlgebraIND,"RAVISH KUMAR : ""The incident that happened in Bengal is being exaggerated""

""The news coming from Bengal is not credible""

""Don't react to the news coming from Bengal, wait for a few days""",2025-04-15,13:48:17,['https://pbs.twimg.com/ext_tw_video_thumb/1912125259425210368/pu/img/XGVTQkD9OSjkYADr.jpg']
TimesAlgebraIND,"Amid the incredible buzz around Kesari Chapter 2, PM Modi pays a heartfelt tribute to C. Sankaran Nair 
The man who stood up to the British after Jallianwala Bagh.
A fearless voice in our freedom struggle….remembered with pride.",2025-04-15,13:40:30,['https://pbs.twimg.com/ext_tw_video_thumb/1912138423361519616/pu/img/xo_ya3tRkN6kabL-.jpg']
TimesAlgebraIND,"RANDEEP HOODA : ""Not a single Congress leader was sent to Kaala Paani""

""How can anyone compare them with Veer Savarkar?""

SUBHANKAR MISHRA : Hmm

RANDEEP : ""Gandhiji stayed at the Aga Khan Palace and received Rs. 200 every month. 

Savarkar got only Rs. 60 in five years.""",2025-04-15,13:01:40,"['https://pbs.twimg.com/media/Gok_WCjXoAAqGtb?format=jpg&name=small', 'https://pbs.twimg.com/media/Gok_XBiXoAAS9ch?format=jpg&name=small']"
TimesAlgebraIND,"MI  CSK - best friends forever
#CSKvsLSG #IPL2025",2025-04-15,09:06:13,['https://pbs.twimg.com/amplify_video_thumb/1912069874764918784/img/5zW0YTr8M_JCwVkG.jpg']
TimesAlgebraIND,WATCH -,2025-04-15,09:53:35,['https://pbs.twimg.com/amplify_video_thumb/1912079174791004160/img/mLq42BsualSZeuor.jpg']
TimesAlgebraIND,"BIG BREAKING NEWS  HISTORIC announcement by Modi Govt soon 

New Toll Policy very soon:

UNLIMITED Travel With Rs 3,000 Annual Pass 

50% of Toll charges will be cut 

Barrier-free travel with Auto number Plate recognition. 

Govt to compensate Construction companies for",2025-04-15,09:37:08,"['https://pbs.twimg.com/media/GokQjObWkAAIwOr?format=jpg&name=small', 'https://pbs.twimg.com/media/GokQjmlXoAA1KZD?format=jpg&name=900x900']"
TimesAlgebraIND,BIG NEWS  One SHOCKING name of Uddhav Sena will quit party. Any guesses who?,2025-04-15,08:49:46,[]
TimesAlgebraIND,CM YOGI : Danda is the only solution for rioters in West Bengal.,2025-04-15,08:43:02,[]
TimesAlgebraIND,"BIG NEWS  Tamil Nadu CM MK Stalin forms high-level panel on STATE AUTONOMY amid rising tensions with Centre.

Committee will study to transfer those subjects that went from the State List to the Concurrent List.

CM Stalin said the Central Government is trying to impose Hindi",2025-04-15,08:08:57,['https://pbs.twimg.com/media/Goj8X54XEAAzl88?format=jpg&name=small']
TimesAlgebraIND,"BREAKING: 

Adani stocks surge up to 6% as the Trump administration backs off from aggressive enforcement of the Foreign Corrupt Practices Act (FCPA) a move that could impact global cases, including those involving the Adani Group.

The White House believes such prosecutions",2025-04-15,07:56:05,"['https://pbs.twimg.com/media/Goj5aptXQAAWGp3?format=jpg&name=small', 'https://pbs.twimg.com/media/Goj5aq0W0AAxOTi?format=jpg&name=900x900']"
TimesAlgebraIND,"REPORTER : Some people are saying Modi Govt wants to snatch Waqf properties

EXPERIENCED MUSLIM OLD MAN : ""Only  Kathmullas were making money in the name of Waqf & grabbing rights of poor Muslims""

""Ever since the Modi-Yogi government came to power, we poor Muslims have",2025-04-15,06:51:25,"['https://pbs.twimg.com/media/GojqnwJXYAAAJkK?format=jpg&name=small', 'https://pbs.twimg.com/media/GojqnvqXcAA3bED?format=jpg&name=900x900']"
TimesAlgebraIND,WATCH -,2025-04-15,07:22:05,['https://pbs.twimg.com/ext_tw_video_thumb/1911829306998722560/pu/img/wCGdd3GpLAqiv0ip.jpg']
TimesAlgebraIND,Muslim woman issues open threat on Camera,2025-04-15,06:33:30,['https://pbs.twimg.com/amplify_video_thumb/1912019736478515200/img/QdFev_1Egc1e-eAb.jpg']
TimesAlgebraIND,"BIG NEWS  Trump Administration Retreats From White-Collar Criminal Enforcement.

Major Boost for Adani Group !!

It is likely to benefit companies like Adani Group and Cognizant. 

This move is likely to benefit Azure Power — which had a key solar project partnership with an",2025-04-15,06:25:24,['https://pbs.twimg.com/media/GojkqPJWgAA87qm?format=jpg&name=900x900']
TimesAlgebraIND,"MUST WATCH 
Your Opinion?",2025-04-14,18:05:02,['https://pbs.twimg.com/ext_tw_video_thumb/1911840204521938945/pu/img/ol6c34KByQMLBhQH.jpg']
TimesAlgebraIND,"BIG NEWS  England Cricketer James Vince gets Hair Dryer for hitting Century in Pakistan Super League 

He was handed over a hair dryer for being the most reliable player of the contest.

Even James Vince couldn’t stop laughing at the bizarre gift 

Several People are",2025-04-14,15:42:55,"['https://pbs.twimg.com/media/GogaqxEWgAAPRaL?format=jpg&name=small', 'https://pbs.twimg.com/media/GogaqrqWIAAp_Aq?format=jpg&name=small']"
TimesAlgebraIND,WATCH - Even School kids in India get better prizes,2025-04-14,16:22:37,['https://pbs.twimg.com/amplify_video_thumb/1911810591712260097/img/q4sK2Hb7N75TJZgY.jpg']
TimesAlgebraIND,BREAKING NEWS  Pashupati Paras quits NDA.,2025-04-14,16:21:15,[]
TimesAlgebraIND,"SHIVAM TYAGI : ""Waqf is 3rd largest land owner of India. Still Muslims have to repair punctures. Only 2% Muslims are in Army. Why?""",2025-04-14,15:17:36,['https://pbs.twimg.com/amplify_video_thumb/1911797247387295745/img/ZOxjfY_0e3zHwMt3.jpg']
TimesAlgebraIND,What happened to Mohabbat ki Dukan today?,2025-04-14,15:10:16,[]
TimesAlgebraIND,"The government deserves applause for empowering NFSU to lead India toward self-reliance in forensics through innovation, research, and skilled manpower development!",2025-04-14,14:59:59,['https://pbs.twimg.com/amplify_video_thumb/1911763780914003968/img/SUYAZ5F9wOHw4ATT.jpg']
TimesAlgebraIND,"Major Success of Modi Govt!! 

300 kg of narcotics worth ₹1800 crore seized",2025-04-14,14:53:23,[]
TimesAlgebraIND,"UNPRECEDENTED  14 years ago, Rampal Kashyap from Haryana vowed to walk barefoot until Modi became Prime Minister & he could meet him in person.

He remained barefoot for 14 years.

Today, PM Modi fulfilled that vow.

He gifted Rampal a pair of shoes and personally helped him",2025-04-14,13:46:17,"['https://pbs.twimg.com/media/Gof__WCWgAAU2IW?format=jpg&name=small', 'https://pbs.twimg.com/media/Gof__XgW4AAkiVU?format=jpg&name=900x900']"
TimesAlgebraIND,WATCH -,2025-04-14,14:26:29,['https://pbs.twimg.com/amplify_video_thumb/1911784480664121344/img/pFhqvS2hcthTUwPt.jpg']
TimesAlgebraIND,BIG NEWS  Defeated Congress leader Digvijaya Singh blames BJP-RSS for Murshidabad violence.,2025-04-14,12:05:45,[]
TimesAlgebraIND,Why he is unhappy?,2025-04-14,11:57:46,['https://pbs.twimg.com/ext_tw_video_thumb/1911750657398206464/pu/img/HpcxwP7gO-Q8Rbio.jpg']
TimesAlgebraIND,"PVR INOX Blockbuster Tuesday : Movies at ₹99 / ₹149.

Tickets can be booked via PVR / INOX Website/App.

*Valid Only On Tuesday.",2025-04-14,11:02:55,['https://pbs.twimg.com/media/GofaloGWgAAwXmX?format=jpg&name=900x900']
TimesAlgebraIND,"Vinay Shekhawat, a 32 year old MI fan placed an order of 100 Pav as a big tribute to Hitman 
MI honored the gesture with a thrilling win last night!

#IPL #RohitSharma #MIvsDC",2025-04-14,07:23:13,['https://pbs.twimg.com/ext_tw_video_thumb/1911681558353780736/pu/img/ngOgbhWZiKpBFZrl.jpg']
TimesAlgebraIND,"BIG NEWS  Mehul Choksi arrested in Belgium on request of Indian authorities 

He is also likely to be extradited after Tahawwur Rana.

Another achievement for PM Modi !! Strongest ever Govt of Independent India 

Mehul Choksi is wanted in India for his alleged involvement",2025-04-14,06:46:37,"['https://pbs.twimg.com/media/Goef7-1XkAA0ZS0?format=jpg&name=small', 'https://pbs.twimg.com/media/Goef8BrXsAAl_za?format=jpg&name=small']"
TimesAlgebraIND,"HUGE  PM Modi said 

""Muslims would not have to rely on repairing PUNCTURES to earn their livelihood if Waqf land was used properly"" 

He said ""Congress has only appeased Muslim fundamentalists"" 

""Why Congress does not name a Muslim president & reserve 50% of its election",2025-04-14,06:13:12,"['https://pbs.twimg.com/media/GoeYSacXMAEwOVn?format=jpg&name=900x900', 'https://pbs.twimg.com/media/GoeYSehWMAAxbZJ?format=jpg&name=small']"
TimesAlgebraIND,MUST WATCH,2025-04-14,06:27:04,['https://pbs.twimg.com/amplify_video_thumb/1911655666390843392/img/Dzskx0rvnK_q0R15.jpg']
TimesAlgebraIND,"BJP alleges ""Akhilesh Yadav and Azam Khan don't respect BR Ambedkar. They only do Muslim appeasement politics""",2025-04-14,06:00:20,[]
TimesAlgebraIND,"BIG NEWS  Major Setback for Indian Muslims by Saudi Prince !!

Saudi Arabia SLASHES Indian private Hajj quota by 80 per cent.

Saudi Ministry of Haj and Umrah has also shut down access to the Nusuk portal—a mandatory online platform.

Saudi authorities cancelled Mina Zones 1",2025-04-13,19:33:03,['https://pbs.twimg.com/media/GocFxI0XoAA_Xrp?format=jpg&name=900x900']
TimesAlgebraIND,"BIG NEWS  India will develop its own LLM, similar to ChatGPT.

Unlike China's DeepSeek, it won’t be a copy-paste model 

It will be highly innovative.

During his visit to Paris, PM Modi stated that India is building its own Large Language Model.

The technology will be",2025-04-13,18:26:00,"['https://pbs.twimg.com/media/Gob2asfWEAMBzAN?format=jpg&name=small', 'https://pbs.twimg.com/media/Gob2arOXwAAkefi?format=jpg&name=small']"
TimesAlgebraIND,"BIG NEWS  Centre is preparing to file review petition against Justice JB Pardiwala's verdict on Governor & President 

Supreme Court cites Pakistan's constitution to set deadline for assent to bills.

SC has even said President ought to seek Court's opinion if Governor claims",2025-04-13,17:11:51,"['https://pbs.twimg.com/media/GobldCVW4AAfW21?format=jpg&name=small', 'https://pbs.twimg.com/media/GobldFKXYAAZ9TO?format=jpg&name=small']"
TimesAlgebraIND,"MAMATA BANERJEE : I am not going to implement Waqf Act in West Bengal 

SUDHANSHU TRIVEDI : ""No State govt can DEFY a Law passed by the Central govt"" 

""Article 256 of the Constitution directs that state Govts are bound to obey the central laws""

""Constitution is in danger",2025-04-13,16:31:39,"['https://pbs.twimg.com/media/GobcPu-XIAE8E-J?format=jpg&name=900x900', 'https://pbs.twimg.com/media/GobcPzAXkAAOgoA?format=jpg&name=small']"
TimesAlgebraIND,"SHOCKING NEWS  Curfew imposed in Nepal's Birgunj after Muslims attacked Hindus celebrating  Hanuman Jayanti 

Hindus claimed they were pelted with stones. 

Muslims said they got provoked leading to the confrontation and stone pelting.

Several Victim Hindus and Policemen",2025-04-13,08:53:54,"['https://pbs.twimg.com/media/GoZzebEXMAAl7B9?format=jpg&name=900x900', 'https://pbs.twimg.com/media/GoZzegKXIAAwDNa?format=jpg&name=small']"
TimesAlgebraIND,Scary Visuals from Nepal https://x.com/kscChouhan/status/1911290348195758218/video/1…,2025-04-13,09:23:21,[]
TimesAlgebraIND,WATCH -,2025-04-13,09:19:56,['https://pbs.twimg.com/amplify_video_thumb/1911347146772668416/img/IfFX983BUxItfCEa.jpg']
TimesAlgebraIND,"BJP : ""Why Rahul Gandhi is silent on Murshidabad violence? Entire Opposition needs to answer on Bengal violence""",2025-04-13,08:38:19,[]
TimesAlgebraIND,TMC MP is showing off Special  Sunday Lunch amidst violence in state.,2025-04-13,08:23:13,['https://pbs.twimg.com/media/GoZscmXX0AAROUk?format=jpg&name=900x900']
TimesAlgebraIND,"Prashant Kishor is fast losing support base (NDA part) after opposing Waqf Act.

His rally was also flop !! NDA voters now won't vote for him.

NDA voters will stick to JDU because it supported the Waqf Act.

The Great Grand Coalition of NDA with freebies, is headed for much",2025-04-13,07:30:21,[]
TimesAlgebraIND,"BIG NEWS  8 companies of BSF, along with around 1,000 police personnel, have been deployed in Murshidabad.

Calcutta High Court said ""We cannot keep eyes shut. The situation is grave and volatile""

Calcutta HC has ordered Mamata Govt to submit a detailed report by April 17.

HC",2025-04-13,03:58:20,"['https://pbs.twimg.com/media/GoYv0ELW8AAPQbz?format=jpg&name=small', 'https://pbs.twimg.com/media/GoYv0S4XoAEyVrX?format=jpg&name=small']"
TimesAlgebraIND,"Did BJP introspect or analyze its defeat in the 2024 Lok Sabha elections in Bengal? 

Every exit poll — including those that were accurate in 2021 — had predicted a BJP victory, yet the party lost.",2025-04-13,03:43:20,[]
TimesAlgebraIND,TMC MP Yusuf Pathan is relaxing amidst violence in Murshidabad. Three Hindus have died in violence.,2025-04-13,03:38:12,['https://pbs.twimg.com/media/GoYrHjGXUAAnLs1?format=jpg&name=900x900']
TimesAlgebraIND,"BIG NEWS  Stone pelted on Hindus by Muslims in MP's Guna 

People ran for safety. Dispute arose over Hanuman Jayanti procession crossing mosque at 8 pm last night.

When Police reached there, stones pelted by mob on Police also.

Using sticks, Police dispersed the crowd and",2025-04-13,01:56:11,"['https://pbs.twimg.com/media/GoYT3dTWMAA0i0X?format=jpg&name=small', 'https://pbs.twimg.com/media/GoYT3dHWsAEjWny?format=jpg&name=small', 'https://pbs.twimg.com/media/GoYT3hwWwAAsPOa?format=jpg&name=small', 'https://pbs.twimg.com/media/GoYT3nXXQAABhd-?format=jpg&name=small']"
TimesAlgebraIND,WATCH -,2025-04-13,01:56:42,"['https://pbs.twimg.com/ext_tw_video_thumb/1911128782976532480/pu/img/_KcE_MDXCkAV-Ntv.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1911128904338649088/pu/img/clArgI_CdYPm_n8f.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1911128978540113921/pu/img/Xdqr1xrNO_zKHENO.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1911129040200626176/pu/img/m_8VA2zp8bP7Vti5.jpg']"
TimesAlgebraIND,"Veteran Actress Saritaben Joshi praises CM Devendra Fadnavis 

Heart-touching moment",2025-04-12,19:55:33,['https://pbs.twimg.com/amplify_video_thumb/1911058634156498944/img/HpqZOxZ4q4cN-M4H.jpg']
