handle,tweet_text,tweet_date,tweet_time,image_urls
TimesAlgebraIND,"Prashant Kishor is fast losing support base (NDA part) after opposing Waqf Act.

His rally was also flop !! NDA voters now won't vote for him.

NDA voters will stick to JDU because it supported the Waqf Act.

The Great Grand Coalition of NDA with freebies, is headed for much",2025-04-13,07:30:21,[]
TimesAlgebraIND,"BIG NEWS  8 companies of BSF, along with around 1,000 police personnel, have been deployed in Murshidabad.

Calcutta High Court said ""We cannot keep eyes shut. The situation is grave and volatile""

Calcutta HC has ordered Mamata Govt to submit a detailed report by April 17.

HC",2025-04-13,03:58:20,"['https://pbs.twimg.com/media/GoYv0ELW8AAPQbz?format=jpg&name=small', 'https://pbs.twimg.com/media/GoYv0S4XoAEyVrX?format=jpg&name=small']"
TimesAlgebraIND,"Did BJP introspect or analyze its defeat in the 2024 Lok Sabha elections in Bengal? 

Every exit poll — including those that were accurate in 2021 — had predicted a BJP victory, yet the party lost.",2025-04-13,03:43:20,[]
TimesAlgebraIND,TMC MP Yusuf Pathan is relaxing amidst violence in Murshidabad. Three Hindus have died in violence.,2025-04-13,03:38:12,['https://pbs.twimg.com/media/GoYrHjGXUAAnLs1?format=jpg&name=900x900']
TimesAlgebraIND,"BIG NEWS  Stone pelted on Hindus by Muslims in MP's Guna 

People ran for safety. Dispute arose over Hanuman Jayanti procession crossing mosque at 8 pm last night.

When Police reached there, stones pelted by mob on Police also.

Using sticks, Police dispersed the crowd and",2025-04-13,01:56:11,"['https://pbs.twimg.com/media/GoYT3dTWMAA0i0X?format=jpg&name=small', 'https://pbs.twimg.com/media/GoYT3dHWsAEjWny?format=jpg&name=small', 'https://pbs.twimg.com/media/GoYT3hwWwAAsPOa?format=jpg&name=small', 'https://pbs.twimg.com/media/GoYT3nXXQAABhd-?format=jpg&name=small']"
TimesAlgebraIND,WATCH -,2025-04-13,01:56:42,"['https://pbs.twimg.com/ext_tw_video_thumb/1911128782976532480/pu/img/_KcE_MDXCkAV-Ntv.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1911128904338649088/pu/img/clArgI_CdYPm_n8f.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1911128978540113921/pu/img/Xdqr1xrNO_zKHENO.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1911129040200626176/pu/img/m_8VA2zp8bP7Vti5.jpg']"
TimesAlgebraIND,"Veteran Actress Saritaben Joshi praises CM Devendra Fadnavis 

Heart-touching moment",2025-04-12,19:55:33,['https://pbs.twimg.com/amplify_video_thumb/1911058634156498944/img/HpqZOxZ4q4cN-M4H.jpg']
TimesAlgebraIND,"BIG NEWS  Naushad arrested for r*ping 12-13 female dogs in Delhi.

His MMS is also out 

Police is asking him how many dogs did he r*pe?

Naushad was working as a supplier for one animal care NGO. NGO one day caught him & filed Police complaint against him.

Shocking and",2025-04-12,15:56:13,"['https://pbs.twimg.com/media/GoWKjL5XUAAxOzW?format=jpg&name=small', 'https://pbs.twimg.com/media/GoWKjSnWkAIdGLp?format=jpg&name=small']"
TimesAlgebraIND,WATCH - People are very angry,2025-04-12,19:51:18,"['https://pbs.twimg.com/amplify_video_thumb/1911100758075863040/img/mojlqlIKoing4_jv.jpg', 'https://pbs.twimg.com/amplify_video_thumb/1911100758348509184/img/yid1u8-6zv10xRw-.jpg']"
TimesAlgebraIND,"INTERESTING STORY OF A BRAVE FEMALE JUDGE 

Student activist Mahmoud Khalil protested against Israel at US Columbia University last year.

He is a Palestinian and a permanent U.S. resident.

When Trump returned to power, Khalil was arrested in March 2025 

Trump",2025-04-12,17:53:36,"['https://pbs.twimg.com/media/GoWlamCWwAAK0pj?format=jpg&name=small', 'https://pbs.twimg.com/media/GoWlanGWgAA8V0u?format=jpg&name=small']"
TimesAlgebraIND,BJP accuses Akhilesh Yadav of insulting Dalit icon & BSP founder Kanshi Ram,2025-04-12,16:45:01,['https://pbs.twimg.com/amplify_video_thumb/1911090840354611200/img/CCuZQj6ANGaTC9Ma.jpg']
TimesAlgebraIND,"Akhilesh Yadav says Karni Sena is run by BJP.

Same Karni Sena had appealed Hindus to vote against BJP in 2024 loksabha election.",2025-04-12,16:25:57,[]
TimesAlgebraIND,"HM Amit Shah paid tribute to Chhatrapati Shivaji Maharaj. 

All Mahayuti leaders who wiped out MVA in election were also present.",2025-04-12,15:40:57,"['https://pbs.twimg.com/media/GoVj0JVXwAAkqyn?format=jpg&name=small', 'https://pbs.twimg.com/media/GoVj2PPW0AASoP6?format=jpg&name=small', 'https://pbs.twimg.com/media/GoVj2LUXEAAp0Jr?format=jpg&name=small', 'https://pbs.twimg.com/media/GoVkMPzWYAAFAOt?format=jpg&name=small']"
TimesAlgebraIND,"BIG NEWS  TTV Dhinakaran said NDA is an ocean and he will also be in NDA. MEGA Alliance !!

He said ""All Amma's workers will defeat DMK""",2025-04-12,15:16:18,[]
TimesAlgebraIND,"MASSIVE ACTION  Gujarat Police nabbed Anti Waqf act protestors in Ahmedabad.

They were intentionally offering Namaz on the road to block traffic and trouble people.",2025-04-12,14:51:50,['https://pbs.twimg.com/ext_tw_video_thumb/1910609360209743872/pu/img/fy0MvIIsT9kizwxG.jpg']
TimesAlgebraIND,"SHAMEFUL   Congress's Kanhaiya Kumar said PM Modi is a Sanghi and ""Sanghi"" word is an abuse.

He said RSS members are terr0rists.

Just imagine if they win election.",2025-04-12,14:01:12,['https://pbs.twimg.com/amplify_video_thumb/1910983489408630784/img/IhfsrGKQt428D43C.jpg']
TimesAlgebraIND,"Journalist turned Politician Sagarika Ghose said ""Saffron Goons"" are committing violence in Bengal.",2025-04-12,13:48:15,[]
TimesAlgebraIND,"BIG BREAKING NEWS  Calcutta High Court orders IMMEDIATE deployment of Central Forces in Murshidabad. 

Father-son Hargobind Das and Chandan Das have been killed in large scale violence on Friday in West Bengal's Murshidabad.

Suvendu Adhikari demands NIA investigation into",2025-04-12,13:25:25,"['https://pbs.twimg.com/media/GoVoCKYWQAAsB8d?format=jpg&name=small', 'https://pbs.twimg.com/media/GoVoCIaWYAAGhog?format=jpg&name=900x900']"
TimesAlgebraIND,"BREAKING NEWS  Suvendu Adhikari demands NIA investigation into Murshidabad violence.

Dilip Ghosh said ""Bangladeshis incited riots to drive out Hindus""",2025-04-12,13:15:16,[]
TimesAlgebraIND,BIG NEWS  Mamata Banerjee again declares Waqf Act won't be implemented in Bengal.,2025-04-12,13:08:37,[]
TimesAlgebraIND,BIG NEWS  Season 2 of iconic TV show Kyunki Saas bhi kabhi bahu thi will be launched soon. Our Moms will be happy with this news.,2025-04-12,12:46:51,[]
TimesAlgebraIND,Kanhaiya Kumar is the best possible opponent for BJP.,2025-04-12,12:33:26,[]
TimesAlgebraIND,HM Amit Shah paid tributes to Chhatrapati Shivaji Maharaj,2025-04-12,12:30:54,['https://pbs.twimg.com/ext_tw_video_thumb/1911034259239800832/pu/img/77PFiuEzPjvFctok.jpg']
TimesAlgebraIND,"UNO Reverse 
#IPL2025",2025-04-12,11:26:46,['https://pbs.twimg.com/amplify_video_thumb/1911018089082220544/img/q38ZA6pgH1Xty3o2.jpg']
TimesAlgebraIND,"SHAMEFUL  Congress's Kanhaiya Kumar now spews venom after his back to back defeats.

KANHAIYA KUMAR : PM Modi is a Sanghi

JOURNALIST MEGHA PRASAD  : So what? Sanghi hai means? Is it an abuse?

KANHAIYA KUMAR : They are terrorists. Those who ki***d Gandhi are terrorists.",2025-04-12,11:33:26,"['https://pbs.twimg.com/media/GoVOZzDWEAAjG-a?format=jpg&name=small', 'https://pbs.twimg.com/media/GoVOZ31XkAACw8v?format=jpg&name=small']"
TimesAlgebraIND,WATCH -,2025-04-12,11:40:45,['https://pbs.twimg.com/amplify_video_thumb/1911000732876124160/img/G7JKogRbGKapisxl.jpg']
TimesAlgebraIND,"SHOCKING NEWS  Supreme Court sets 3-month deadline for President of India to decide on bills.

Using extraordinary powers, SC cleared even President-rejected Bills.

Supreme court said the President does not have absolute veto.

""Even President's orders are subject to judicial",2025-04-12,08:43:13,"['https://pbs.twimg.com/media/GoUnceZXgAALiFg?format=jpg&name=900x900', 'https://pbs.twimg.com/media/GoUncidW0AAiASH?format=jpg&name=small']"
TimesAlgebraIND,BJP should declare a Christian CM candidate in Kerala.,2025-04-12,08:28:48,[]
TimesAlgebraIND,Several Policemen injured in Murshidabad by mob.,2025-04-12,08:26:09,['https://pbs.twimg.com/amplify_video_thumb/1910955284882694144/img/PVGFeVJlMwD7Onn3.jpg']
TimesAlgebraIND,"Massive UPI outage across India! 

Major banks like SBI, HDFC, ICICI, Axis, and BOI are affected.",2025-04-12,08:04:12,[]
TimesAlgebraIND,CPM's New General Secretary MA Baby said he will fight against RSS.,2025-04-12,08:05:51,['https://pbs.twimg.com/media/GoUe5HWXQAArwcv?format=jpg&name=900x900']
TimesAlgebraIND,"BIG NEWS  NDA's strength increases further in Rajya Sabha after AIADMK's entry into NDA 

NDA has now 128 MPs while INDIA Alliance's strength is only 88

NDA will gain big in Maharashtra in coming days.

Congress has just 27 MPs in Rajya Sabha MPs which is Historic low for",2025-04-12,07:08:17,[]
TimesAlgebraIND,"""Truth is BJP+ADMK alliance has sent shivers to the DMK"" - AIADMK's Kovai Sathya",2025-04-12,06:49:35,[]
TimesAlgebraIND,HM Amit Shah said DMK has failed to promote Tamil culture and language in Tamilnadu. He lauds Central Govt for promoting Tamil language.,2025-04-12,06:37:23,[]
TimesAlgebraIND,"BIG NEWS  Vinesh Phogat opts for Rs 4 crore over Govt job from BJP ruled Haryana Govt.

This is equivalent to an Olympic silver medallist's benefits, after her disqualification from the Paris Olympics. 

She was given the option to pick between a cash reward, a residential",2025-04-11,23:44:46,"['https://pbs.twimg.com/media/GoSsMdCXcAAT2H6?format=jpg&name=900x900', 'https://pbs.twimg.com/media/GoSsMdCWwAAqMSW?format=jpg&name=900x900']"
TimesAlgebraIND,"BIG NEWS  AIMIM Leader Waris Pathan detained after Protest against Waqf Act in Mumbai.

NDA Govt in Maharashtra is maintaining law and order in the state 

The protest erupted after the Friday prayers.

The atmosphere quickly became charged, prompting IMMEDIATE police",2025-04-11,18:27:37,"['https://pbs.twimg.com/media/GoRjnFAW4AAQGSi?format=jpg&name=small', 'https://pbs.twimg.com/media/GoRjnM_WsAA2_T6?format=jpg&name=small']"
TimesAlgebraIND,WATCH -,2025-04-11,18:45:43,['https://pbs.twimg.com/amplify_video_thumb/1910706952658665473/img/BnZsTyiNcJO17c_P.jpg']
TimesAlgebraIND,"BIG NEWS  India UK agree agree 90% of free trade agreement amidst Trump's tarrif.

One more bad News for China !!

Question of visas for Indian workers are said to be nearly resolved and deal may be finalised this year 

Historic meeting between Rachel Reeves and India’s",2025-04-11,17:59:28,"['https://pbs.twimg.com/media/GoRdKygX0AARret?format=jpg&name=small', 'https://pbs.twimg.com/media/GoRdK37XgAA5gay?format=jpg&name=900x900']"
TimesAlgebraIND,Lawyer Abbas Kazmi who defended Ajmal Kasab says he is ready to appear for Tahawwur Rana also.,2025-04-11,17:46:35,[]
TimesAlgebraIND,BIG BREAKING NEWS  West Bengal Governor said he is closely monitoring the situation of the state.,2025-04-11,16:33:50,[]
TimesAlgebraIND,BIG BREAKING NEWS  BSF deployed in Bengal's Murshidabad after Anti Waqf Act protests.,2025-04-11,16:28:34,[]
TimesAlgebraIND,"SHOCKING NEWS  SSUBT leader Priyanka Chaturvedi praises PM Modi 

She said ""He is 24*7 communicating. PM Modi connects with the public.

He was the first mover to Social Media. When Media and Print Media were totally against him, he moved to Social Media""

She also slams",2025-04-11,16:12:55,"['https://pbs.twimg.com/media/GoREyNBWMAUoSWK?format=jpg&name=small', 'https://pbs.twimg.com/media/GoREyNbWMAMUH57?format=jpg&name=small']"
TimesAlgebraIND,WATCH -,2025-04-11,16:25:23,['https://pbs.twimg.com/amplify_video_thumb/1910632825419653121/img/Tqce3ZoNh3DF2K-p.jpg']
TimesAlgebraIND,BIG NEWS  EPS will host BJP leaders including HM Shah for the dinner tonight.,2025-04-11,15:30:40,[]
TimesAlgebraIND,How much tariff will the US announce on China today?,2025-04-11,15:16:32,[]
TimesAlgebraIND,"BIG NEWS  Muslim protesters threaten J!had against Waqf Act during rally in Imphal.

Will they unite Meiteis and Kukis?",2025-04-11,15:05:41,[]
TimesAlgebraIND,"JAYA BACHCHAN : I will never watch a film with names like Toilet, Padman. Is that really name?

AKSHAY KUMAR  : ""Only a fool can criticise my movie

Toilet-Ek Prem Katha was an attempt to build a toilet in every home.

Padman was about the importance of sanitary pads. Koi",2025-04-11,13:25:59,"['https://pbs.twimg.com/media/GoQekw6XcAAhO52?format=jpg&name=small', 'https://pbs.twimg.com/media/GoQekxOXoAAFJn7?format=jpg&name=360x360']"
TimesAlgebraIND,WATCH,2025-04-11,14:19:20,[]
TimesAlgebraIND,BIG NEWS  Annamalai likely to become Union Minister in Modi cabinet,2025-04-11,12:57:52,[]
TimesAlgebraIND,Determined Faces,2025-04-11,12:42:53,['https://pbs.twimg.com/media/GoQUtkZXAAAWVPv?format=jpg&name=900x900']
TimesAlgebraIND,"BIG VICTORY for Indian Govt!! 

Another Hurriyat affiliate organization, Jammu and Kashmir Mass Movement, has rejected separatism, declaring complete commitment to the unity of Bharat.",2025-04-11,12:35:08,[]
TimesAlgebraIND,RCB at Chinnaswamy,2025-04-11,10:33:01,['https://pbs.twimg.com/amplify_video_thumb/1910642177996120066/img/w0tVIPdp0sILITvo.jpg']
TimesAlgebraIND,"Irrespective of results, BJP-ADMK should not break alliance in future.

Nitish and BJP struggled together for several years in Bihar and ended RJD's rule after 16 years.",2025-04-11,12:27:05,[]
TimesAlgebraIND,New TN BJP Chief Nainar Nagendran belongs to Thevar community.,2025-04-11,12:22:34,[]
TimesAlgebraIND,"BIG BREAKING NEWS  BJP & AIADMK announce alliance.

HM Shah said ""AIADMK, BJP and ALL THE ALLIANCE parties will contest the election together""

He said ""BJP will leverage Annamalai's organizational skills in BJP's NATIONAL framework.""

This alliance can prove to be a",2025-04-11,11:56:01,['https://pbs.twimg.com/media/GoQJ-7FWcAABPz_?format=jpg&name=small']
TimesAlgebraIND,"Dharavi residents know the facts and will not be swayed by unfounded propaganda.

The survey in Dharavi is progressing well, with strong and enthusiastic support from the local community. 

Deonar land in question has not been transferred to DRP. It has neither been biomined nor",2025-04-11,10:04:19,['https://pbs.twimg.com/media/GoPwax-WgAAnZq4?format=jpg&name=900x900']
TimesAlgebraIND,"BIG NEWS  After MASSIVE backlash, Congress REMOVES Alok Sharma from the AICC Secretary post",2025-04-11,09:25:17,['https://pbs.twimg.com/ext_tw_video_thumb/1908167517295558656/pu/img/dn7llB99khRwRQFA.jpg']
TimesAlgebraIND,"Yogi govt’s water management policy receives global recognition for progressive water and solid waste management policies. 

‘One City, One Operator' model of UP Govt has been recognised as a leading example in the field of sewerage management.

World praising Yogi Model !!",2025-04-11,09:21:33,['https://pbs.twimg.com/media/GoPmoOsXMAAk79s?format=jpg&name=900x900']
TimesAlgebraIND,"BIG NEWS 

NR Congress might leave NDA & join hands with Vijay.

HUGE SETBACK for BJP in Puducherry !!",2025-04-11,08:51:38,[]
TimesAlgebraIND,"BJP MP Arvind Dharmapuri : ""KCR did not allow us to grow in Telangana. Now, we are growing""",2025-04-11,08:49:37,[]
TimesAlgebraIND,"BIG NEWS  Bengal LoP Suvendu Adhikari announces compensation for Hindu families of Murshidabad 

He said ""86 shops of Hindus and houses were destroyed and looted in Murshidabad in Anti Waqf Act violence""

""24 people arrested are not those involved in the incident"" - SUVENDU",2025-04-11,06:57:47,"['https://pbs.twimg.com/media/GoPFuGQXEAI8RqT?format=jpg&name=900x900', 'https://pbs.twimg.com/media/GoPFuNBXsAAzAMG?format=jpg&name=900x900']"
TimesAlgebraIND,WATCH -,2025-04-11,07:19:13,[]
TimesAlgebraIND,BIG BREAKING NEWS  NDA Alliance will be announced today in Tamilnadu,2025-04-11,06:30:38,['https://pbs.twimg.com/media/GoO_gq6XYAEvv_y?format=jpg&name=900x900']
TimesAlgebraIND,"BIG NEWS  Cab driver Wasim and his associates who attacked Colonel for his support for Waqf Act have been arrested.

Colonel had hired a private cab for the journey. 

During the ride, he got into a discussion on Waqf Act with the driver, Wasim.

When he supported the act,",2025-04-11,06:07:42,"['https://pbs.twimg.com/media/GoO6QtxWkAAvn_N?format=jpg&name=small', 'https://pbs.twimg.com/media/GoO6QsxXgAEzoxC?format=jpg&name=900x900']"
TimesAlgebraIND,"Modi Govt is realizing Drug free India a reality

Massive action against drugs continues all over India",2025-04-11,05:47:18,[]
TimesAlgebraIND,"BIG NEWS  MASSIVE 51% Indians support Waqf Act as per India Today CVoter Opinion Poll

MODI MASTERSTROKE CONTINUES !!

31% people said Waqf Act is not fair.

Yashwant Deshmukh said there will be polarization in Bihar election.

MASSIVE 41% people said BJP will gain in Bihar",2025-04-11,05:02:43,"['https://pbs.twimg.com/media/GoOrY0HXkAAxumI?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GoOrY3aXkAAZXo8?format=jpg&name=900x900']"
TimesAlgebraIND,All Congress banners and flags removed overnight by the people of Gujarat.,2025-04-10,20:22:38,['https://pbs.twimg.com/ext_tw_video_thumb/1910220937649086464/pu/img/gvxsUVpUazOwGkBH.jpg']
TimesAlgebraIND,"Seeing Ambati Rayadu commentary whenever Dhoni bats
#IPL",2025-04-10,13:00:22,['https://pbs.twimg.com/amplify_video_thumb/1910316871573766144/img/1MBLsgtOXFyt227P.jpg']
ZeeNewsEnglish,Top 10 Countries With Highest Vegetarian Population: India's Rank And Percentage Will SURPRISE You!,2025-04-15,04:39:29,[]
ZeeNewsEnglish,Remember #SalmanKhan's Spunky Co-star Seema Aka Pervien Dastur Irani From 'Maine Pyar Kiya'? This Is How She Looks Now,2025-04-15,04:38:13,[]
ZeeNewsEnglish,"#Horoscope Today, April 15 By #Astrologer | 
@KocharSundeep",2025-04-15,04:34:01,[]
ZeeNewsEnglish,#SBI Loan To Get Cheaper! Bank Cuts Lending Rates From Today 15 April 2025,2025-04-15,04:33:22,[]
ZeeNewsEnglish,Banks To Pay 8% Interest Per Annum For Delay In Pension Disbursement: Check #RBI Circular,2025-04-15,04:32:49,[]
ZeeNewsEnglish,"#NationalPetDay2025: History, Significance, Wishes, Quotes And Amazing #Health Benefits Of Pet Companionship",2025-04-11,10:08:02,[]
ZeeNewsEnglish,#NationalPetDay2025: Celebrity-Pet Moments That Won The Internet And Fans' Hearts,2025-04-11,09:53:58,[]
ZeeNewsEnglish,How Reels And Excess Screen Time Are Damaging Kids' Eyes: Experts Warn Of ‘Reel Vision Syndrome’,2025-04-11,09:53:18,[]
ZeeNewsEnglish,"#HanumanJayanti 2025: Top 5 Powerful Offerings To Please Lord #Hanuman, Bring Good Fortune, And Eliminate Obstacles",2025-04-11,09:43:29,[]
ZeeNewsEnglish,#Kerala DHSE +2 Result 2025: Class 12th Result Likely To Be Released Soon At http://keralaresults.nic.in,2025-04-11,09:42:37,[]
ZeeNewsEnglish,"#Manabadi #APInterResult 2025: BIEAP 1st, 2nd Year Results To Be Released Tomorrow At http://resultsbie.ap.gov.in",2025-04-11,08:19:39,[]
ZeeNewsEnglish,"How To Use #CoconutOil For Hair The Right Way To Maximize Growth And Prevent Damage

https://zeemedia.page.link/G6ej

Download the ZeeNews App now:",2025-04-11,08:10:10,[]
ZeeNewsEnglish,"#HanumanJayanti2025: Date, Shubh Muhurat, History, Significance, Mantras, Aarti, And Puja Vidhi Of #Hanuman Janmotsav",2025-04-11,07:10:32,[]
